pdf_file,page,canonical_id,score,match_method
MODULE 3_MindChange_part1,89,,0.000,none
MODULE 3_MindChange_part1,90,,0.000,none
MODULE 3_MindChange_part1,91,,0.000,none
MODULE 3_MindChange_part1,92,M3-Q08,0.268,seq_or_jaccard
MODULE 3_MindChange_part1,93,,0.000,none
MODULE 3_MindChange_part1,94,M1-Q20,0.258,seq_or_jaccard
MODULE 3_MindChange_part1,95,M4-Q01,0.400,seq_or_jaccard
MODULE 3_MindChange_part1,96,M1-Q20,0.262,seq_or_jaccard
MODULE 3_MindChange_part1,97,M3-Q10,0.344,seq_or_jaccard
MODULE 3_MindChange_part1,98,M1-Q16,0.304,seq_or_jaccard
MODULE 3_MindChange_part1,99,M4-Q07,0.386,seq_or_jaccard
MODULE 3_MindChange_part1,100,M1-Q12,0.287,seq_or_jaccard
MODULE 3_MindChange_part1,101,M3-Q10,0.263,seq_or_jaccard
MODULE 3_MindChange_part1,102,,0.000,none
MODULE 3_MindChange_part2,1,M4-Q07,0.383,seq_or_jaccard
MODULE 3_MindChange_part2,2,M1-Q17,0.382,seq_or_jaccard
MODULE 3_MindChange_part2,3,M3-Q15,0.386,seq_or_jaccard
MODULE 3_MindChange_part2,4,,0.000,none
MODULE 3_MindChange_part2,5,M3-Q11,0.447,seq_or_jaccard
MODULE 3_MindChange_part2,6,M3-Q12,0.439,seq_or_jaccard
MODULE 3_MindChange_part2,7,M3-Q10,0.271,seq_or_jaccard
MODULE 3_MindChange_part2,8,M3-Q10,0.275,seq_or_jaccard
MODULE 3_MindChange_part2,9,M1-Q29,0.262,seq_or_jaccard
MODULE 3_MindChange_part2,10,,0.000,none
MODULE 3_MindChange_part2,11,,0.000,none
MODULE 3_MindChange_part2,12,M4-Q23,0.301,seq_or_jaccard
MODULE 3_MindChange_part2,13,M1-Q29,0.320,seq_or_jaccard
MODULE 3_MindChange_part2,14,,0.000,none
MODULE 3_MindChange_part2,15,,0.000,none
MODULE 3_MindChange_part2,16,M4-Q11,0.411,seq_or_jaccard
MODULE 3_MindChange_part2,17,M1-Q16,0.308,seq_or_jaccard
MODULE 3_MindChange_part2,18,M1-Q29,0.278,seq_or_jaccard
MODULE 3_MindChange_part2,19,,0.000,none
MODULE 3_MindChange_part2,20,M4-Q11,0.291,seq_or_jaccard
MODULE 3_MindChange_part2,21,,0.000,none
MODULE 3_MindChange_part2,22,M3-Q08,0.276,seq_or_jaccard
MODULE 3_MindChange_part2,23,,0.000,none
MODULE 3_MindChange_part2,24,,0.000,none
MODULE 3_MindChange_part2,25,M1-Q29,0.253,seq_or_jaccard
MODULE 3_MindChange_part2,26,,0.000,none
MODULE 3_MindChange_part2,27,M4-Q22,0.266,seq_or_jaccard
MODULE 3_MindChange_part2,28,M3-Q10,0.280,seq_or_jaccard
MODULE 3_MindChange_part2,29,M4-Q11,0.382,seq_or_jaccard
MODULE 3_MindChange_part2,30,,0.000,none
MODULE 3_MindChange_part2,31,M1-Q20,0.290,seq_or_jaccard
MODULE 3_MindChange_part2,32,M4-Q22,0.271,seq_or_jaccard
MODULE 3_MindChange_part2,33,M3-Q11,0.403,seq_or_jaccard
MODULE 3_MindChange_part2,34,M3-Q10,0.412,seq_or_jaccard
MODULE 3_MindChange_part2,35,,0.000,none
MODULE 3_MindChange_part2,36,M3-Q08,0.300,seq_or_jaccard
MODULE 3_MindChange_part2,37,,0.000,none
MODULE 3_MindChange_part2,38,,0.000,none
MODULE 3_MindChange_part2,39,,0.000,none
MODULE 3_MindChange_part2,40,,0.000,none
MODULE 3_MindChange_part2,41,,0.000,none
MODULE 3_MindChange_part2,42,,0.000,none
MODULE 3_MindChange_part2,43,M4-Q15,0.412,seq_or_jaccard
MODULE 3_MindChange_part2,44,M1-Q20,0.255,seq_or_jaccard
MODULE 3_MindChange_part2,45,M1-Q13,0.436,seq_or_jaccard
MODULE 3_MindChange_part2,46,,0.000,none
MODULE 3_MindChange_part2,47,,0.000,none
MODULE 3_MindChange_part2,48,,0.000,none
MODULE 3_MindChange_part2,49,,0.000,none
MODULE 3_MindChange_part2,50,,0.000,none
MODULE 3_MindChange_part2,51,,0.000,none
MODULE 3_MindChange_part2,52,M3-Q14,0.283,seq_or_jaccard
MODULE 3_MindChange_part2,53,,0.000,none
MODULE 3_MindChange_part2,54,,0.000,none
MODULE 3_MindChange_part2,55,M3-Q08,0.356,seq_or_jaccard
MODULE 3_MindChange_part2,56,,0.000,none
MODULE 3_MindChange_part2,57,M1-Q12,0.269,seq_or_jaccard
MODULE 3_MindChange_part2,58,M1-Q12,0.262,seq_or_jaccard
MODULE 3_MindChange_part2,59,,0.000,none
MODULE 3_MindChange_part2,60,,0.000,none
MODULE 3_MindChange_part2,61,M3-Q08,0.303,seq_or_jaccard
MODULE 3_MindChange_part2,62,,0.000,none
MODULE 3_MindChange_part2,63,,0.000,none
MODULE 3_MindChange_part2,64,,0.000,none
MODULE 3_MindChange_part2,65,,0.000,none
MODULE 3_MindChange_part2,66,M3-Q10,0.270,seq_or_jaccard
MODULE 3_MindChange_part2,67,M1-Q12,0.278,seq_or_jaccard
MODULE 3_MindChange_part2,68,,0.000,none
MODULE 3_MindChange_part2,69,M1-Q09,0.378,seq_or_jaccard
MODULE 3_MindChange_part2,70,M3-Q10,0.302,seq_or_jaccard
MODULE 3_MindChange_part2,71,,0.000,none
MODULE 3_MindChange_part2,72,,0.000,none
MODULE 3_MindChange_part2,73,M1-Q04,0.400,seq_or_jaccard
MODULE 3_MindChange_part2,74,,0.000,none
MODULE 3_MindChange_part3,1,M3-Q15,0.386,seq_or_jaccard
MODULE 3_MindChange_part3,2,M3-Q17,0.338,seq_or_jaccard
MODULE 3_MindChange_part3,3,M3-Q13,0.426,seq_or_jaccard
MODULE 3_MindChange_part3,4,M1-Q20,0.288,seq_or_jaccard
MODULE 3_MindChange_part3,5,M4-Q17,0.306,seq_or_jaccard
MODULE 3_MindChange_part3,6,M4-Q16,0.268,seq_or_jaccard
MODULE 3_MindChange_part3,7,,0.000,none
MODULE 3_MindChange_part3,8,,0.000,none
MODULE 3_MindChange_part3,9,M1-Q29,0.299,seq_or_jaccard
MODULE 3_MindChange_part3,10,,0.000,none
MODULE 3_MindChange_part3,11,,0.000,none
MODULE 3_MindChange_part3,12,M1-Q12,0.269,seq_or_jaccard
MODULE 3_MindChange_part3,13,M4-Q16,0.257,seq_or_jaccard
MODULE 3_MindChange_part3,14,,0.000,none
MODULE 3_MindChange_part3,15,M1-Q29,0.321,seq_or_jaccard
MODULE 3_MindChange_part3,16,,0.000,none
MODULE 3_MindChange_part3,17,M4-Q16,0.375,seq_or_jaccard
MODULE 3_MindChange_part3,18,M4-Q05,0.382,seq_or_jaccard
MODULE 3_MindChange_part3,19,,0.000,none
MODULE 3_MindChange_part3,20,M1-Q12,0.310,seq_or_jaccard
MODULE 3_MindChange_part3,21,M3-Q08,0.330,seq_or_jaccard
MODULE 3_MindChange_part3,22,M1-Q20,0.299,seq_or_jaccard
MODULE 3_MindChange_part3,23,M1-Q12,0.298,seq_or_jaccard
MODULE 3_MindChange_part3,24,M3-Q10,0.300,seq_or_jaccard
MODULE 3_MindChange_part3,25,,0.000,none
MODULE 3_MindChange_part3,26,M3-Q08,0.253,seq_or_jaccard
MODULE 3_MindChange_part3,27,M1-Q17,0.277,seq_or_jaccard
MODULE 3_MindChange_part3,28,M1-Q12,0.302,seq_or_jaccard
MODULE 3_MindChange_part3,29,,0.000,none
MODULE 3_MindChange_part3,30,M1-Q20,0.267,seq_or_jaccard
MODULE 3_MindChange_part3,31,M1-Q28,0.380,seq_or_jaccard
MODULE 3_MindChange_part3,32,M4-Q16,0.283,seq_or_jaccard
MODULE 3_MindChange_part3,33,M4-Q17,0.296,seq_or_jaccard
MODULE 3_MindChange_part3,34,M1-Q29,0.336,seq_or_jaccard
MODULE 3_MindChange_part3,35,M3-Q10,0.273,seq_or_jaccard
MODULE 3_MindChange_part3,36,M3-Q14,0.335,seq_or_jaccard
MODULE 3_MindChange_part3,37,,0.000,none
MODULE 3_MindChange_part3,38,M4-Q16,0.259,seq_or_jaccard
MODULE 3_MindChange_part3,39,,0.000,none
MODULE 3_MindChange_part3,40,M3-Q10,0.284,seq_or_jaccard
MODULE 3_MindChange_part3,41,,0.000,none
MODULE 3_MindChange_part3,42,,0.000,none
MODULE 3_MindChange_part3,43,M4-Q22,0.308,seq_or_jaccard
MODULE 3_MindChange_part3,44,M3-Q10,0.254,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,1,M4-Q05,0.431,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,2,M4-Q22,0.388,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,3,M4-Q16,0.261,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,4,,0.000,none
MODULE 4_1_Neuro_mech-1,5,,0.000,none
MODULE 4_1_Neuro_mech-1,6,,0.000,none
MODULE 4_1_Neuro_mech-1,7,,0.000,none
MODULE 4_1_Neuro_mech-1,8,,0.000,none
MODULE 4_1_Neuro_mech-1,9,M4-Q04,0.252,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,10,,0.000,none
MODULE 4_1_Neuro_mech-1,11,M1-Q14,0.375,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,12,,0.000,none
MODULE 4_1_Neuro_mech-1,13,,0.000,none
MODULE 4_1_Neuro_mech-1,14,M1-Q20,0.389,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,15,M4-Q22,0.426,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,16,M1-Q17,0.338,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,17,,0.000,none
MODULE 4_1_Neuro_mech-1,18,M1-Q20,0.252,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,19,M1-Q14,0.375,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,20,M3-Q07,0.311,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,21,,0.000,none
MODULE 4_1_Neuro_mech-1,22,,0.000,none
MODULE 4_1_Neuro_mech-1,23,,0.000,none
MODULE 4_1_Neuro_mech-1,24,M3-Q10,0.252,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,25,,0.000,none
MODULE 4_1_Neuro_mech-1,26,M4-Q22,0.254,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,27,,0.000,none
MODULE 4_1_Neuro_mech-1,28,M4-Q16,0.261,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,29,M4-Q18,0.416,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,30,M4-Q11,0.267,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,31,,0.000,none
MODULE 4_1_Neuro_mech-1,32,,0.000,none
MODULE 4_1_Neuro_mech-1,33,M4-Q22,0.307,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,34,,0.000,none
MODULE 4_1_Neuro_mech-1,35,,0.000,none
MODULE 4_1_Neuro_mech-1,36,M3-Q05,0.371,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,37,,0.000,none
MODULE 4_1_Neuro_mech-1,38,M1-Q29,0.308,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,39,,0.000,none
MODULE 4_1_Neuro_mech-1,40,,0.000,none
MODULE 4_1_Neuro_mech-1,41,M4-Q16,0.261,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,42,,0.000,none
MODULE 4_1_Neuro_mech-1,43,M1-Q29,0.316,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,44,,0.000,none
MODULE 4_1_Neuro_mech-1,45,M4-Q08,0.380,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,46,M4-Q08,0.392,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,47,M4-Q16,0.261,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,48,,0.000,none
MODULE 4_1_Neuro_mech-1,49,,0.000,none
MODULE 4_1_Neuro_mech-1,50,M4-Q16,0.418,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,51,M1-Q29,0.263,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,52,M1-Q12,0.342,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,53,M3-Q10,0.255,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,54,M4-Q08,0.284,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,55,,0.000,none
MODULE 4_1_Neuro_mech-1,56,M4-Q10,0.359,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,57,M4-Q11,0.314,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,58,M3-Q10,0.255,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,59,M4-Q16,0.322,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,60,M4-Q06,0.305,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,61,M4-Q11,0.307,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,62,,0.000,none
MODULE 4_1_Neuro_mech-1,63,M1-Q20,0.329,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,64,M4-Q06,0.303,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,65,M4-Q09,0.332,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,66,,0.000,none
MODULE 4_1_Neuro_mech-1,67,M4-Q01,0.372,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,68,M1-Q20,0.307,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,69,,0.000,none
MODULE 4_1_Neuro_mech-1,70,M4-Q16,0.298,seq_or_jaccard
MODULE 4_1_Neuro_mech-1,71,M1-Q18,0.333,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,1,M1-Q20,0.254,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,2,M1-Q29,0.297,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,3,M4-Q05,0.372,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,4,M4-Q05,0.359,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,5,M3-Q14,0.372,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,6,M3-Q10,0.337,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,7,M3-Q10,0.347,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,8,M3-Q12,0.339,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,9,M1-Q11,0.435,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,10,M4-Q07,0.344,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,11,M4-Q16,0.373,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,12,M4-Q22,0.428,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,13,M4-Q11,0.434,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,14,M3-Q10,0.339,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,15,M4-Q11,0.381,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,16,M3-Q10,0.348,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,17,M1-Q27,0.357,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,18,M3-Q10,0.327,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,19,M1-Q20,0.280,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,20,M1-Q29,0.288,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,21,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,22,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,23,M1-Q29,0.298,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,24,M4-Q16,0.277,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,25,M4-Q17,0.267,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,26,M4-Q16,0.376,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,27,M4-Q01,0.413,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,28,M4-Q17,0.400,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,29,M4-Q16,0.449,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,30,M4-Q16,0.449,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,31,M3-Q16,0.418,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,32,M1-Q09,0.288,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,33,M3-Q10,0.317,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,34,M3-Q10,0.348,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,35,M4-Q17,0.358,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,36,M1-Q29,0.357,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,37,M1-Q20,0.290,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,38,M4-Q22,0.335,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,39,M1-Q11,0.362,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,40,M4-Q22,0.292,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,41,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,42,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,43,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,44,M4-Q17,0.274,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,45,M3-Q10,0.262,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,46,M1-Q29,0.266,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,47,M4-Q22,0.319,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,48,M4-Q16,0.308,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,49,M4-Q17,0.310,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,50,M4-Q14,0.335,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,51,M1-Q12,0.305,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,52,M1-Q12,0.353,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,53,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,54,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,55,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,56,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,57,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,58,M1-Q29,0.340,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,59,M3-Q10,0.347,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,60,M4-Q11,0.278,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,61,M3-Q10,0.315,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,62,M4-Q13,0.352,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,63,M4-Q22,0.265,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,64,M4-Q18,0.395,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,65,M4-Q22,0.300,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,66,M4-Q22,0.257,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,67,M3-Q05,0.270,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,68,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,69,M4-Q05,0.431,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,70,M4-Q22,0.388,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,71,M4-Q22,0.351,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,72,M4-Q16,0.261,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,73,M4-Q14,0.366,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,74,M3-Q10,0.277,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,75,M4-Q22,0.301,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,76,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,77,M4-Q23,0.321,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,78,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,79,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,80,M4-Q22,0.369,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,81,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,82,M1-Q20,0.294,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,83,M3-Q10,0.291,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,84,M1-Q29,0.276,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,85,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,86,M4-Q23,0.299,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,87,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,88,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,89,M4-Q09,0.260,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,90,M1-Q12,0.284,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,91,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,92,M4-Q21,0.368,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,93,M4-Q11,0.475,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,94,M1-Q11,0.400,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,95,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,96,M1-Q29,0.277,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,97,M4-Q06,0.293,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,98,,0.000,none
MODULE 4_2_RCT_PSYCH_MECHANISMS,99,M4-Q22,0.275,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,100,M3-Q10,0.301,seq_or_jaccard
MODULE 4_2_RCT_PSYCH_MECHANISMS,101,,0.000,none
